Stay Name,Stay Type,Country,City,Amenities,Price per Night (USD)
Imperial Inn,Business Trips and Meet Stays,Australia,Melbourne,"Parking, 24hr Reception, Air Conditioning, WiFi, TV, Conference Room",137.47
Maple Lodge,Business Trips and Meet Stays,Australia,Sydney,"24hr Reception, WiFi, Air Conditioning, TV, Parking, Business Center",159.94
Palm Inn,Resort,South Africa,Johannesburg,"Room Service, Air Conditioning, TV, Private Beach",361.75
Azure Retreat,Business Trips and Meet Stays,Australia,Melbourne,"24hr Reception, Air Conditioning, Room Service, Work Desk",205.71
Palm Business Rooms,Vacation Tours and Travels,South Africa,Durban,"TV, WiFi, Parking, Air Conditioning, Vehicle Rentals, Guided City Tours",48.6
Paradise Motel,Vacation Tours and Travels,Brazil,São Paulo,"Room Service, Parking, WiFi, Air Conditioning, TV, 24hr Reception, Guided City Tours, Local Cuisine Sampling",120.28
Sapphire Suites,Hotel,Germany,Munich,"Parking, Air Conditioning, WiFi, 24hr Reception, Room Service, TV, Concierge",124.02
Golden Lodge,Business Trips and Meet Stays,Japan,Kyoto,"Room Service, 24hr Reception, Parking, TV, Conference Room",241.27
Sapphire Lodge,Resort,South Africa,Cape Town,"WiFi, Room Service, Air Conditioning, Parking, Spa",361.94
Maple Travels,Hotel,Japan,Kyoto,"Air Conditioning, Parking, 24hr Reception, TV, Concierge",161.48
Heritage Lodge,Resort,India,Mumbai,"TV, Air Conditioning, WiFi, Room Service, Private Beach",187.63
Urban Lodge,Business Trips and Meet Stays,Brazil,Brasília,"Air Conditioning, Parking, TV, Conference Room",124.43
Golden Resort,Hotel,Australia,Brisbane,"Parking, 24hr Reception, Air Conditioning, Room Service, TV, WiFi, Concierge",137.84
Maple Suites,Business Trips and Meet Stays,Canada,Vancouver,"TV, 24hr Reception, Parking, Room Service, Air Conditioning, Business Center",82.69
Paradise Business Rooms,Vacation Tours and Travels,Australia,Melbourne,"Room Service, TV, Air Conditioning, Guided City Tours, Local Cuisine Sampling",72.25
Sunset Motel,Hotel,France,Marseille,"WiFi, 24hr Reception, TV, Air Conditioning, Room Service, Concierge",104.79
Vikas Tours,Resort,UK,Birmingham,"Parking, 24hr Reception, WiFi, Room Service, Private Beach",141.05
Moonlight Tours,Resort,Japan,Osaka,"Air Conditioning, TV, 24hr Reception, WiFi, Room Service, Parking, Private Beach, Spa",253.23
Paradise Travels,Vacation Tours and Travels,India,Hyderabad,"24hr Reception, WiFi, Room Service, Parking, Vehicle Rentals",133.05
Palm Suites,Business Trips and Meet Stays,Canada,Montreal,"TV, Air Conditioning, Parking, Conference Room, Business Center",230.75
Sunset Motel,Vacation Tours and Travels,Australia,Brisbane,"WiFi, Air Conditioning, Parking, 24hr Reception, Room Service, Vehicle Rentals, Local Cuisine Sampling",81.41
Urban Motel,Hotel,Germany,Berlin,"WiFi, TV, Air Conditioning, Parking, Laundry Service",155.37
Urban Motel,Resort,South Africa,Cape Town,"24hr Reception, Air Conditioning, Parking, WiFi, Room Service, Spa",121.91
Sapphire Motel,Hotel,South Africa,Cape Town,"TV, 24hr Reception, Air Conditioning, Mini Bar, Concierge",166.81
Palm Motel,Business Trips and Meet Stays,Australia,Sydney,"Air Conditioning, Room Service, Parking, Projector Facility",236.63
Golden Retreat,Vacation Tours and Travels,France,Paris,"Air Conditioning, 24hr Reception, Parking, WiFi, Guided City Tours, Local Cuisine Sampling",136.63
Paradise Tours,Resort,South Africa,Durban,"WiFi, Room Service, 24hr Reception, TV, Private Beach",183.47
Palm Tours,Vacation Tours and Travels,Germany,Frankfurt,"24hr Reception, Air Conditioning, TV, Room Service, WiFi, Local Cuisine Sampling",110.86
Greenfield Motel,Hotel,Canada,Montreal,"Air Conditioning, WiFi, Parking, TV, 24hr Reception, Room Service, Laundry Service, Concierge",59.4
Majestic Tours,Resort,UK,London,"Parking, WiFi, 24hr Reception, Spa, Private Beach",228.11
Sunset Retreat,Business Trips and Meet Stays,Canada,Montreal,"Air Conditioning, Room Service, 24hr Reception, TV, WiFi, Projector Facility, Work Desk",92.4
Golden Resort,Vacation Tours and Travels,Brazil,São Paulo,"WiFi, 24hr Reception, Room Service, Local Cuisine Sampling",149.6
Sapphire Lodge,Resort,Brazil,São Paulo,"Parking, Air Conditioning, 24hr Reception, Private Beach, Adventure Sports",375.54
Maple Suites,Business Trips and Meet Stays,France,Paris,"Air Conditioning, 24hr Reception, Parking, Work Desk, Conference Room",195.68
Majestic Lodge,Business Trips and Meet Stays,Brazil,Brasília,"Room Service, TV, WiFi, Air Conditioning, 24hr Reception, Work Desk, Projector Facility",87.23
Azure Resort,Vacation Tours and Travels,UK,London,"Parking, Air Conditioning, 24hr Reception, Local Cuisine Sampling",121.42
Tranquil Business Rooms,Vacation Tours and Travels,Brazil,São Paulo,"Parking, WiFi, Air Conditioning, Guided City Tours",104.79
Golden Resort,Vacation Tours and Travels,Canada,Vancouver,"TV, Parking, WiFi, Air Conditioning, Vehicle Rentals",35.48
Amber Tours,Vacation Tours and Travels,USA,Chicago,"WiFi, Parking, 24hr Reception, Room Service, Guided City Tours, Local Cuisine Sampling",134.2
Sunset Inn,Resort,Germany,Berlin,"Air Conditioning, Parking, 24hr Reception, WiFi, TV, Room Service, Adventure Sports",207.41
Vikas Travels,Business Trips and Meet Stays,Germany,Munich,"Parking, Room Service, WiFi, TV, Air Conditioning, 24hr Reception, Business Center",178.41
Sapphire Travels,Business Trips and Meet Stays,Japan,Tokyo,"Room Service, Parking, WiFi, 24hr Reception, TV, Business Center",228.71
Golden Resort,Hotel,Australia,Brisbane,"Room Service, TV, Parking, Air Conditioning, 24hr Reception, Mini Bar",128.82
Vikas Lodge,Resort,France,Paris,"Parking, 24hr Reception, WiFi, Air Conditioning, TV, Private Beach",237.48
Palm Inn,Vacation Tours and Travels,Germany,Frankfurt,"Air Conditioning, Parking, Room Service, Vehicle Rentals",145.99
Heritage Lodge,Business Trips and Meet Stays,South Africa,Cape Town,"WiFi, Parking, Air Conditioning, 24hr Reception, TV, Room Service, Conference Room",163.42
Skyline Resort,Hotel,UK,Manchester,"Air Conditioning, WiFi, Room Service, 24hr Reception, Parking, Laundry Service",117.69
Palm Motel,Business Trips and Meet Stays,South Africa,Johannesburg,"TV, Room Service, Air Conditioning, 24hr Reception, Parking, Conference Room, Projector Facility",143.94
Royal Tours,Hotel,Japan,Tokyo,"Room Service, Air Conditioning, TV, Laundry Service, Concierge",135.6
Amber Business Rooms,Business Trips and Meet Stays,France,Marseille,"TV, Room Service, Parking, WiFi, Conference Room",195.71
Cosmic Motel,Vacation Tours and Travels,Germany,Frankfurt,"24hr Reception, Room Service, TV, Air Conditioning, Local Cuisine Sampling, Guided City Tours",116.62
Palm Hotels,Vacation Tours and Travels,Japan,Osaka,"Room Service, 24hr Reception, Air Conditioning, TV, Parking, WiFi, Guided City Tours",138.7
Urban Resort,Business Trips and Meet Stays,Brazil,Rio de Janeiro,"Parking, WiFi, TV, Room Service, Air Conditioning, Projector Facility",122.42
Majestic Tours,Vacation Tours and Travels,India,Bangalore,"Parking, WiFi, TV, Room Service, Air Conditioning, 24hr Reception, Vehicle Rentals, Guided City Tours",117.31
Oceanic Travels,Hotel,Canada,Vancouver,"Parking, WiFi, TV, 24hr Reception, Air Conditioning, Room Service, Laundry Service",85.58
Royal Motel,Vacation Tours and Travels,Germany,Berlin,"24hr Reception, WiFi, Room Service, Parking, Vehicle Rentals",64.92
Cosmic Hotels,Resort,Australia,Sydney,"TV, WiFi, Room Service, Nature Walks",181.01
Imperial Resort,Hotel,Brazil,Brasília,"TV, Air Conditioning, WiFi, Parking, Room Service, 24hr Reception, Laundry Service, Mini Bar",173.07
Maple Tours,Vacation Tours and Travels,USA,Los Angeles,"WiFi, Parking, Room Service, Air Conditioning, 24hr Reception, Local Cuisine Sampling, Vehicle Rentals",45.59
Oceanic Travels,Resort,USA,Chicago,"Parking, Air Conditioning, Room Service, Spa, Adventure Sports",270.79
Majestic Hotels,Resort,Canada,Toronto,"Air Conditioning, Parking, Room Service, Adventure Sports, Private Beach",300.17
Heritage Resort,Business Trips and Meet Stays,France,Marseille,"Air Conditioning, 24hr Reception, TV, WiFi, Parking, Room Service, Work Desk",88.02
Sunset Tours,Resort,Germany,Munich,"WiFi, TV, Room Service, Parking, 24hr Reception, Spa",220.47
Sunset Business Rooms,Business Trips and Meet Stays,France,Marseille,"TV, WiFi, Parking, Business Center, Projector Facility",216.47
Moonlight Resort,Vacation Tours and Travels,USA,Miami,"Air Conditioning, Parking, WiFi, 24hr Reception, Guided City Tours, Local Cuisine Sampling",79.53
Azure Lodge,Hotel,France,Paris,"Parking, Room Service, WiFi, Air Conditioning, 24hr Reception, TV, Mini Bar, Concierge",185.44
Cosmic Suites,Vacation Tours and Travels,Japan,Kyoto,"TV, Parking, 24hr Reception, Air Conditioning, Room Service, Local Cuisine Sampling, Vehicle Rentals",122.29
Azure Business Rooms,Business Trips and Meet Stays,Australia,Sydney,"Air Conditioning, TV, 24hr Reception, Projector Facility, Business Center",229.59
Amber Lodge,Business Trips and Meet Stays,South Africa,Durban,"WiFi, Parking, TV, 24hr Reception, Air Conditioning, Room Service, Business Center",247.15
Vikas Business Rooms,Vacation Tours and Travels,Japan,Kyoto,"Air Conditioning, Parking, TV, 24hr Reception, Vehicle Rentals",53.07
Greenfield Retreat,Business Trips and Meet Stays,USA,Los Angeles,"Parking, Room Service, TV, Conference Room",153.49
Imperial Hotels,Resort,USA,Miami,"Room Service, 24hr Reception, Parking, Air Conditioning, TV, WiFi, Nature Walks",342.59
Royal Motel,Hotel,UK,Birmingham,"Room Service, TV, 24hr Reception, WiFi, Parking, Air Conditioning, Mini Bar, Laundry Service",73.52
Greenfield Retreat,Vacation Tours and Travels,Germany,Munich,"Air Conditioning, 24hr Reception, Room Service, TV, Parking, Guided City Tours, Local Cuisine Sampling",74.35
Moonlight Inn,Hotel,Brazil,São Paulo,"Parking, Room Service, TV, WiFi, Mini Bar, Concierge",143.79
Oceanic Lodge,Resort,Canada,Vancouver,"24hr Reception, Parking, TV, Room Service, Air Conditioning, WiFi, Adventure Sports, Nature Walks",173.93
Golden Retreat,Resort,Brazil,Brasília,"Room Service, TV, Parking, 24hr Reception, WiFi, Private Beach",254.99
Amber Tours,Hotel,Germany,Munich,"Air Conditioning, TV, Parking, Laundry Service",54.33
Oceanic Resort,Resort,Germany,Berlin,"Room Service, WiFi, Parking, 24hr Reception, Adventure Sports, Spa",219.27
Urban Travels,Business Trips and Meet Stays,Australia,Melbourne,"Room Service, TV, 24hr Reception, Projector Facility",234.62
Majestic Retreat,Hotel,UK,Manchester,"Parking, 24hr Reception, TV, Concierge, Mini Bar",170.32
Royal Tours,Business Trips and Meet Stays,Australia,Brisbane,"Parking, Room Service, 24hr Reception, TV, Work Desk",221.84
Tranquil Travels,Hotel,USA,Miami,"Air Conditioning, WiFi, Room Service, 24hr Reception, Parking, Concierge, Laundry Service",63.11
Majestic Suites,Business Trips and Meet Stays,UK,Manchester,"WiFi, TV, Parking, 24hr Reception, Conference Room, Business Center",242.89
Majestic Retreat,Business Trips and Meet Stays,Canada,Montreal,"Parking, TV, Air Conditioning, 24hr Reception, Room Service, WiFi, Projector Facility, Work Desk",213.89
Azure Motel,Resort,Japan,Tokyo,"24hr Reception, TV, Parking, Air Conditioning, Room Service, Spa, Adventure Sports",205.52
Royal Travels,Vacation Tours and Travels,South Africa,Johannesburg,"Parking, 24hr Reception, Air Conditioning, Room Service, Vehicle Rentals",85.81
Amber Inn,Vacation Tours and Travels,South Africa,Cape Town,"WiFi, Parking, 24hr Reception, TV, Air Conditioning, Room Service, Local Cuisine Sampling, Vehicle Rentals",118.11
Amber Hotels,Business Trips and Meet Stays,Brazil,Rio de Janeiro,"WiFi, TV, Parking, Room Service, Business Center, Conference Room",216.77
Maple Retreat,Vacation Tours and Travels,USA,Los Angeles,"Room Service, WiFi, Air Conditioning, 24hr Reception, Parking, Guided City Tours",30.18
Majestic Travels,Business Trips and Meet Stays,Japan,Kyoto,"Room Service, Air Conditioning, Parking, TV, 24hr Reception, Work Desk",219.83
Skyline Travels,Hotel,UK,London,"WiFi, TV, Parking, Air Conditioning, Concierge",175.69
Oceanic Inn,Vacation Tours and Travels,Canada,Montreal,"Room Service, TV, Parking, Air Conditioning, Vehicle Rentals",88.35
Tranquil Lodge,Resort,Canada,Vancouver,"TV, Air Conditioning, 24hr Reception, WiFi, Adventure Sports, Nature Walks",127.14
Imperial Lodge,Hotel,India,Mumbai,"24hr Reception, Air Conditioning, TV, Room Service, Mini Bar, Concierge",177.1
Cosmic Hotels,Business Trips and Meet Stays,USA,New York,"24hr Reception, Room Service, WiFi, Parking, TV, Air Conditioning, Business Center",100.33
Vikas Inn,Vacation Tours and Travels,USA,Los Angeles,"Room Service, TV, WiFi, Local Cuisine Sampling, Vehicle Rentals",139.49
Sunset Retreat,Resort,South Africa,Durban,"24hr Reception, Air Conditioning, TV, Room Service, Spa",250.09
Cosmic Retreat,Hotel,Germany,Berlin,"TV, WiFi, Air Conditioning, 24hr Reception, Concierge",117.06
Maple Resort,Business Trips and Meet Stays,UK,Manchester,"Room Service, WiFi, Parking, Business Center, Projector Facility",149.4
Majestic Lodge,Resort,Australia,Melbourne,"TV, Air Conditioning, WiFi, Parking, 24hr Reception, Private Beach, Nature Walks",325.05
Palm Inn,Hotel,India,Mumbai,"Room Service, 24hr Reception, Air Conditioning, Parking, WiFi, TV, Laundry Service, Mini Bar",87.62
Oceanic Suites,Resort,Germany,Berlin,"Air Conditioning, WiFi, TV, 24hr Reception, Parking, Adventure Sports",156.94
Palm Suites,Vacation Tours and Travels,South Africa,Cape Town,"Air Conditioning, Room Service, WiFi, TV, Guided City Tours",127.59
Skyline Tours,Resort,Canada,Montreal,"TV, Parking, 24hr Reception, Nature Walks",337.31
Moonlight Suites,Hotel,Brazil,São Paulo,"24hr Reception, TV, WiFi, Concierge, Mini Bar",146.01
Golden Retreat,Resort,USA,Los Angeles,"24hr Reception, Air Conditioning, TV, Private Beach, Adventure Sports",376.08
Vikas Motel,Resort,Australia,Melbourne,"Parking, Air Conditioning, Room Service, TV, WiFi, 24hr Reception, Spa",333.78
Maple Lodge,Business Trips and Meet Stays,USA,Chicago,"Parking, Room Service, 24hr Reception, Air Conditioning, TV, Work Desk, Projector Facility",138.29
Cosmic Lodge,Resort,Brazil,Rio de Janeiro,"Air Conditioning, Room Service, Parking, Adventure Sports, Private Beach",238.34
Amber Motel,Vacation Tours and Travels,India,Hyderabad,"WiFi, Air Conditioning, Parking, TV, 24hr Reception, Room Service, Guided City Tours",103.13
Moonlight Lodge,Resort,UK,Birmingham,"WiFi, Air Conditioning, TV, Room Service, Nature Walks, Adventure Sports",189.67
Cosmic Tours,Hotel,Germany,Frankfurt,"TV, Parking, 24hr Reception, Room Service, Concierge, Laundry Service",133.53
Sunset Inn,Business Trips and Meet Stays,UK,London,"24hr Reception, WiFi, Room Service, Air Conditioning, Parking, TV, Work Desk, Projector Facility",218.01
Heritage Business Rooms,Hotel,India,Delhi,"24hr Reception, Air Conditioning, TV, WiFi, Mini Bar",74.1
Moonlight Suites,Resort,Australia,Sydney,"24hr Reception, Parking, Room Service, WiFi, Air Conditioning, TV, Adventure Sports, Spa",311.63
Cosmic Business Rooms,Business Trips and Meet Stays,South Africa,Cape Town,"Air Conditioning, WiFi, Room Service, 24hr Reception, TV, Parking, Projector Facility, Work Desk",186.18
Majestic Suites,Vacation Tours and Travels,Japan,Kyoto,"Room Service, Parking, WiFi, Local Cuisine Sampling",30.62
Sapphire Travels,Resort,Germany,Munich,"Air Conditioning, Parking, WiFi, 24hr Reception, Private Beach, Spa",328.14
Heritage Motel,Vacation Tours and Travels,France,Marseille,"Air Conditioning, WiFi, Room Service, Guided City Tours, Local Cuisine Sampling",106.12
Heritage Retreat,Vacation Tours and Travels,Australia,Melbourne,"24hr Reception, Room Service, WiFi, TV, Vehicle Rentals, Guided City Tours",64.15
Skyline Motel,Resort,UK,Manchester,"Parking, Room Service, Air Conditioning, WiFi, TV, 24hr Reception, Spa, Nature Walks",215.24
Tranquil Motel,Hotel,South Africa,Durban,"24hr Reception, Parking, Air Conditioning, WiFi, TV, Room Service, Concierge, Laundry Service",197.29
Royal Retreat,Vacation Tours and Travels,Germany,Berlin,"Parking, Air Conditioning, TV, 24hr Reception, WiFi, Local Cuisine Sampling",97.13
Cosmic Tours,Business Trips and Meet Stays,Australia,Sydney,"TV, Parking, Air Conditioning, 24hr Reception, Conference Room",247.09
Amber Tours,Business Trips and Meet Stays,Germany,Munich,"TV, Parking, Air Conditioning, Room Service, Conference Room",86.4
Heritage Travels,Business Trips and Meet Stays,Australia,Brisbane,"Parking, WiFi, 24hr Reception, Air Conditioning, Conference Room, Projector Facility",239.7
Oceanic Inn,Resort,France,Marseille,"Parking, 24hr Reception, Room Service, WiFi, Nature Walks",216.72
Heritage Lodge,Vacation Tours and Travels,Germany,Munich,"Air Conditioning, Parking, 24hr Reception, WiFi, Room Service, TV, Guided City Tours, Local Cuisine Sampling",145.66
Oceanic Resort,Vacation Tours and Travels,Canada,Toronto,"Room Service, TV, Air Conditioning, Parking, Guided City Tours",101.53
Greenfield Hotels,Resort,UK,Manchester,"Room Service, WiFi, Parking, TV, Air Conditioning, Spa, Nature Walks",196.71
Paradise Resort,Business Trips and Meet Stays,South Africa,Durban,"TV, WiFi, 24hr Reception, Air Conditioning, Business Center",118.66
Amber Tours,Resort,France,Marseille,"TV, WiFi, Air Conditioning, Room Service, Parking, Adventure Sports",210.71
Tranquil Suites,Resort,USA,Miami,"Parking, TV, WiFi, Air Conditioning, Room Service, Private Beach",169.61
Paradise Resort,Business Trips and Meet Stays,UK,London,"TV, Air Conditioning, WiFi, Parking, 24hr Reception, Work Desk",233.4
Moonlight Tours,Hotel,USA,Miami,"Air Conditioning, 24hr Reception, Parking, WiFi, Room Service, TV, Mini Bar, Concierge",184.52
Sunset Travels,Business Trips and Meet Stays,Canada,Toronto,"24hr Reception, WiFi, Air Conditioning, TV, Business Center, Conference Room",217.7
